keywords;title;description;modified;Typ;Kontakt;URL
Wasser;Hohe Seepegelstände;;2024-04-25 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Flüchtige halogenierte Kohlenwasserstoffe im Grundwasser;Flüchtige organische Substanzen werden unter anderem als Lösungsmittel, Kühlmittel oder Rohstoff in Industrie und Gewerbe eingesetzt. Auch in Treibstoffen sind diese Substanzen enthalten.Ins Grundwasser können sie durch unsachgemässe Handhabung bei Produktion, Transport oder Lagerung sowie beim Gebrauch und der Entsorgung gelangen. Insbesondere flüchtige halogenierte Kohlenwasserstoffe (FHKW) aus Altlasten können das Grundwasser verunreinigen. Grundwasser ist die wichtigste Trinkwasserressource der Schweiz. Über 80% des Trinkwassers in der Schweiz wird aus Grundwasser gewonnen.;2024-05-03 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Nitrat im Grundwasser;Grundwasser enthält von Natur aus nur wenige Milligramm Nitrat pro Liter. Ins Grundwasser gelangt Nitrat hauptsächlich durch den Einsatz von Stickstoff-haltigem Hof- und Mineraldünger in der Landwirtschaft. Wird mehr Dünger ausgebracht als die Pflanzen aufnehmen können, so wird der überschüssige Stickstoff in Form von Nitrat aus dem Boden ausgewaschen und mit dem Sickerwasser ins Grundwasser verlagert. Auch die Deposition von Stickoxiden und Ammoniak aus der Luft lässt den Stickstoff-Gehalt im Boden und damit das Risiko steigen, dass Nitrat ins Grundwasser ausgewaschen wird. Grundwasser ist die wichtigste Trinkwasserressource der Schweiz. Über 80% des Trinkwassers in der Schweiz wird aus Grundwasser gewonnen.;2024-05-03 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Grundwassertemperatur;Die Grundwassertemperatur ist eine wesentliche Eigenschaft des Grundwassers und ein wichtiger Einflussfaktor auf dessen hydrochemischen und biologischen Zustand und seine Nutzung als Trinkwasser. Sie hat Auswirkungen auf den Anteil an gelöstem Sauerstoff im Wasser sowie auf den Grad der Mineralisierung. Mit höherer Temperatur kann sich zudem die mikrobielle Aktivität im Grundwasser – ein Indikator für die Grundwasserqualität – verändern und die sehr wärmeempfindliche Stygofauna (Tiere, die nur im Grundwasser leben) beeinträchtigt werden. Die Beobachtung der Entwicklung der Grundwassertemperatur ist insbesondere vor dem Hintergrund der Klimaänderung bzw. der zunehmenden thermischen Nutzungen im Untergrund von Bedeutung.  ;2024-09-27 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Grundwasserstände und Quellabflüsse;Der Indikator liefert im Jahresvergleich einen landesweiten Überblick zur Häufigkeit des Auftretens von tiefen, normalen und hohen Grundwasserverhältnissen. Sinkt das Grundwasser infolge ausgeprägter Trockenheit überdurchschnittlich ab, kann dies zu Engpässen in der Wasserversorgung führen und grundwasserabhängige Ökosysteme negativ beeinträchtigen. Steigt das Grundwasser infolge überdurchschnittlich starker Niederschläge massiv an, kann es zu erheblichen Flur- und Gebäudeschäden kommen. Zudem können in Hanglagen oberflächennahe Rutschungen und Murgänge ausgelöst werden.;2024-09-26 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Qualität der Badegewässer;Die Erhebungen zur Badegewässerqualität beurteilen die hygienische Qualität der Gewässer anhand der E.Coli und intestinalen Enterokokken. Sie geben Hinweise darauf, wie gut Gewässerschutzmassnahmen greifen, und insbesondere wieweit die Abwasserreinigungsanlagen ihre Funktion erfüllen. Eine gute hygienische Qualität der Badegewässer ist essentiell, damit die Bevölkerung ohne Gesundheitsrisiko in den Flüssen und Seen baden kann.;2024-10-16 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Abflussvorhersage;Eine wichtige Massnahme, um Schäden bei Hochwasser möglichst gering zu halten, ist die Warnung und Alarmierung. Diese basieren unter anderem auf Vorhersagen von Abflüssen und Seeständen. Damit Warnungen am richtigen Ort ausgelöst werden können, muss die räumliche Auflösung der hydrologischen Vorhersagen möglichst gross sein. Es ist daher anzustreben, hydrologische Vorhersagen an möglichst vielen Pegel-Messstellen entlang der grösseren Gewässer der Schweiz zu haben.;2024-02-05 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Regionalisierung der Abwasserreinigung;Die Abwasserreinigung in der Schweiz befindet sich auf einem hohen Niveau und gewährleistet einen effizienten Gewässerschutz. Um diese Effizienz beizubehalten oder zu steigern, ist eine professionelle und wirtschaftliche Organisation der Abwasserentsorgung notwendig. Es wird angenommen, dass regionale Strukturen (gemeindeüberschreitende Organisationsformen und grössere Anlagen) dies besser gewährleisten können als kommunale und kleinräumige Strukturen mit vielen kleinen Anlagen. Der Indikator erlaubt also eine Aussage über die Wirtschaftlichkeit und Professionalität der Abwasserentsorgung.;2024-06-21 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Anschlussgrad an Abwasserreinigungsanlagen;Abwasserreinigungsanlagen (ARA) reinigen das Abwasser von Industrie, Gewerbe und Haushalten so effizient, dass das gereinigte Wasser in ein natürliches Gewässer eingeleitet werden kann. Zwar können nicht alle Schadstoffe vollständig eliminiert werden, doch kann ein guter technischer Ausbaugrad der Anlagen den Schadstoffeintrag in die Gewässer stark reduzieren. Auf diese Weise konnte die Gewässerqualität in der Schweiz in den letzten 50 Jahren signifikant verbessert werden.;2021-06-28 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Exportierte Stickstoff-Fracht;Die Nährstoff-Einträge in die Gewässer haben nicht nur lokale Auswirkungen, sondern tragen durch ihren Transport in den Strömen zur Meeresbelastung bei. Messungen im Rahmen der Nationalen Daueruntersuchung Fliessgewässer NADUF am Rhein bei Basel illustrieren, dass die Stickstofffrachten seit den 1980er Jahren abnahmen. Diese Entwicklung ist vor allem auf den Ausbau der Abwasserreinigung zurückzuführen. Um die Belastung der Meere zu vermindern, müssen die Nitrat-Einträge aus Siedlung und Landwirtschaft reduziert werden. Eine solche Reduktion ist nötig, um das Ziel des „Abkommens zum Schutz der Meeresumwelt des Nordost-Atlantiks“ (OSPAR) zu erreichen, das in einer Halbierung der Stickstoffeinträge gegenüber 1985 besteht.  ;2024-11-21 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Sanierung Restwasser;;2024-09-30 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Sanierung Schwall-Sunk;;2024-10-16 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Temperatur von Fliessgewässern;Die Wassertemperatur ist ein Schlüsselfaktor für den Zustand eines Fliessgewässers. Alle Stoffwechselvorgänge, das Wachstum sowie die Zusammensetzung der Lebensgemeinschaften werden von ihr beeinflusst. Wenn die Temperaturgrenzen für eine bestimmte Art überschritten werden und diese nicht in kühlere Gewässer flüchten kann, kann sie nicht überleben.;2024-09-26 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Schneemenge;Das Schneewasseräquivalent (SWE) ist die Wassermenge, die man erhalten würde, wenn man eine Schneedecke schmelzen würde. Der Indikator zeigt, dass das SWE im Vergleichsmonat März in den letzten 20 Jahren abgenommen hat. Die Variabilität von Jahr zu Jahr ist sehr gross aber der negative Trend ist auf allen Höhenstufen eindeutig erkennbar. Mit fortschreitendem Klimawandel dürfte sich dieser Trend in Zukunft fortsetzen.;2024-05-01 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Biologischer Zustand der Fliessgewässer;Anhand der Bioindikatoren Kieselalgen, Makrozoobenthos, Wasserpflanzen und Fische lässt sich beurteilen, wie gut ein Gewässer seine Funktion als Lebensraum für Tiere und Pflanzen erfüllt und ob die ökologischen Ziele der Gewässerschutzverordnung (GSchV) erreicht werden.;2022-04-19 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Von Spurenstoffen entlastete Abwassereinleitungen;;2024-10-10 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Messstationen Wasserstand und Abfluss an Oberflächengewässern;;2024-02-15 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Messstationen Oberflächengewässerqualität NADUF/NAWA;;2024-02-15 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Messstationen Grundwasserquantität NAQUA;;2024-10-10 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Messstationen Grundwasserqualität NAQUA;;2024-10-10 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Sanierung Fischgängigkeit (Fischabstieg);;2024-10-08 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Sanierung Fischgängigkeit (Fischaufstieg);;2024-10-07 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Sanierung Geschiebehaushalt Wasserkraft;;2024-10-08 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Sanierung Geschiebehaushalt Nicht-Wasserkraftanlagen;;2024-10-08 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Wasser;Revitalisierte Fliessgewässer und Seeufer;;2024-09-30 00:00:00.000;Indikator;data@bafu.admin.ch;https://www.bafu.admin.ch/bafu/de/home/zustand/indikatoren.html/
Naturgefahren;Schluesselfragen;;2024-02-02 16:22:54.000;Daten von Webseite;Maike Schneider;https://www.bafu.admin.ch/dam/bafu/de/dokumente/naturgefahren/fachinfo-daten/schluesselfragen.xlsx
Biodiversität;Uv 2411 Rl Laufkaefer;;2024-10-29 08:44:23.000;Daten von Webseite;Hofmann Danielle BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/uv-umwelt-vollzug/UV-2411-RL-Laufkaefer.xlsx.download.xlsx/UV-2411-RL-Laufkaefer.xlsx
Naturgefahren;Schluesselfragen;;2024-01-26 09:34:31.000;Daten von Webseite;Maike Schneider;https://www.bafu.admin.ch/dam/bafu/fr/dokumente/naturgefahren/fachinfo-daten/schluesselfragen.xlsx
Klima;Anhang E Excel Toolmitformularenaundbzurwirkungsaufteilung;;2022-05-05 06:50:21.000;Daten von Webseite;Donald Sigrist;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/uv-umwelt-vollzug/anhang_e_excel-toolmitformularenaundbzurwirkungsaufteilung.xlsx.download.xlsx/anhang_e_excel-toolmitformularenaundbzurwirkungsaufteilung.xlsx
Klima;Anhang M Beispiel En;;2022-04-28 09:08:56.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/en/dokumente/klima/uv-umwelt-vollzug/anhang-m-beispiel-monitorindaten.xlsx.download.xlsx/Anhang_M_Beispiel_EN.xlsx
Wirtschaft und Konsum;Excel Erhebungsformular Gastronomie;;2024-12-24 08:55:46.000;Daten von Webseite;Schröter Ladina BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wirtschaft-konsum/fachinfo-daten/excel_erhebungsformular_gastronomie.xlsx.download.xlsx/excel_erhebungsformular_gastronomie.xlsx
Abfall;Muster Bab Kommunale Abfallwirtschaft Hrm2 Bafu 2018;;2018-12-12 14:24:44.000;Daten von Webseite;swissplan.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/abfall/fachinfo-daten/muster-bab-hrm2.xlsx.download.xlsx/Muster%20BAB%20kommunale%20Abfallwirtschaft%20HRM2%20BAFU%202018.xlsx
Abfall;Kopie Von Muster Bab Kommunale Abfallwirtschaft Hrm1 Bafu 2018;;2018-12-12 14:26:26.000;Daten von Webseite;swissplan.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/abfall/fachinfo-daten/muster-bab-hrm1.xlsx.download.xlsx/Kopie%20von%20Muster-BAB_kommunale_Abfallwirtschaft_HRM1_BAFU_2018.xlsx
Biodiversität;Liste Der National Prioritären Arten;;2022-07-05 13:08:44.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/uv-umwelt-vollzug/liste-der-prioritaeren-arten.xlsx.download.xlsx/Liste%20der%20National%20Priorit%C3%A4ren%20Arten.xlsx
Biodiversität;Digitale Liste Der National Prioritären Lebensräume;;2022-07-05 13:27:43.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/uv-umwelt-vollzug/liste-der-prioritaeren-lebensraeume.xlsx.download.xlsx/Digitale%20Liste%20der%20National%20Priorit%C3%A4ren%20%20Lebensr%C3%A4ume.xlsx
Biodiversität;Aueninventar Stand Und Handlungsbedarf Datentabellen 201104;;2021-03-15 13:25:41.000;Daten von Webseite;Leslie Bonnard;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/fachinfo-daten/aueninventar-stand-und-handlungsbedarf.xlsx.download.xlsx/Aueninventar_Stand%20und%20Handlungsbedarf_Datentabellen_201104.xlsx
Biodiversität;Aufwertungsbedarf In Den Auen Von Nationaler Bedeutung, Datentabellen, Aktualisierung 2018;;2021-03-15 15:37:53.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/externe-studien-berichte/aufwertungsbedarf-in-den-auen-von-nationaler-bedeutung-datentabellen-aktualisierung-2018.xlsx.download.xlsx/Aufwertungsbedarf%20in%20den%20Auen%20von%20nationaler%20Bedeutung,%20Datentabellen,%20Aktualisierung%202018.xlsx
Biodiversität;Liste Der Waldzielarten;;2015-09-24 08:00:05.000;Daten von Webseite;U80824250;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/fachinfo-daten/liste_der_waldzielarten.xlsx.download.xlsx/liste_der_waldzielarten.xlsx
Biodiversität;Auswertungsstatistikderwaldzielarten;;2015-09-24 08:03:10.000;Daten von Webseite;Claudia Huber;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/fachinfo-daten/auswertungsstatistikderwaldzielarten.xlsx.download.xlsx/auswertungsstatistikderwaldzielarten.xlsx
Biodiversität;National Prioritäre Arten, Revidierte Version, Stand 30 06 2019;;2019-06-07 08:48:07.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/fachinfo-daten/liste-der-national-prioritaeren-arten.xlsx.download.xlsx/National%20Priorit%C3%A4re%20Arten,%20Revidierte%20Version,%20Stand%2030.06.2019.xlsx
Biodiversität;Teil Ii Uv 1709 Npa Npl Dfi Digitaleliste Lebensraeume 21 06 2019;;2019-06-21 11:50:06.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/fachinfo-daten/digitale-liste-der-npa-lebensraeume.xlsx.download.xlsx/Teil_II-UV-1709-NPA_NPL-DFI_DigitaleListe_Lebensraeume_21.06.2019.xlsx
Biodiversität;Teil I Uv 1709 Npa Npl Dfi Digitaleliste Arten 21 06 2019;;2019-06-21 11:48:58.000;Daten von Webseite;francis.cordillot@bafu.admin.ch;https://www.bafu.admin.ch/dam/bafu/de/dokumente/biodiversitaet/fachinfo-daten/digitale-liste-der-npa-arten.xlsx.download.xlsx/Teil_I-UV-1709-NPA_NPL-DFI_DigitaleListe_Arten_21.06.2019.xlsx
Chemikalien;Swissprtr Daten 2007 2022;;2025-03-24 15:09:47.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/de/dokumente/chemikalien/fachinfo-daten/swissprtr-daten-2007-2021.xlsx.download.xlsx/SwissPRTR-Daten_2007-2022.xlsx
Elektrosmog und Licht;Complete List Of References;;2025-04-15 10:36:01.000;Daten von Webseite;maurane;https://www.bafu.admin.ch/dam/bafu/de/dokumente/elektrosmog/fachinfo-daten/Complete%20list%20of%20references.xlsx.download.xlsx/Complete%20list%20of%20references.xlsx
innovation;Zwischenabrechnung;;2018-03-05 14:40:06.000;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/dam/bafu/de/dokumente/innovation/fachinfo-daten/zwischenabrechnung-utf.xlsx.download.xlsx/Zwischenabrechnung.xlsx
innovation;Zwischenabrechnung Projektstart Ab 2019;;2020-10-14 07:18:11.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/innovation/fachinfo-daten/zwischenabrechnung-utf-projektstartab2019.xlsx.download.xlsx/Zwischenabrechnung_Projektstart%20ab%202019.xlsx
innovation;Zwischenabrechnung Utf Projektstart Ab 2021;;2021-07-08 06:58:20.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/innovation/fachinfo-daten/zwischenabrechnung_utf_projektstart2021.xlsx.download.xlsx/Zwischenabrechnung%20UTF_Projektstart%20ab%202021.xlsx
innovation;Schlussabrechnung;;2018-03-05 14:39:52.000;Daten von Webseite;openpyxl;https://www.bafu.admin.ch/dam/bafu/de/dokumente/innovation/fachinfo-daten/schlussabrechnung-utf.xlsx.download.xlsx/Schlussabrechnung.xlsx
innovation;Schlussabrechnung Utf Projektstart Ab 2019;;2019-10-31 08:11:27.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/innovation/fachinfo-daten/schlussabrechnung_utf_projektstartab2019.xlsx.download.xlsx/Schlussabrechnung%20UTF_Projektstart%20ab%202019.xlsx
innovation;Schlussabrechnung Utf Projektstart Ab 2021;;2021-07-08 06:59:29.000;Daten von Webseite;Frei Ming Ursula BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/innovation/fachinfo-daten/schlussabrechnung_utf_projektstart2021.xlsx.download.xlsx/Schlussabrechnung%20UTF_Projektstart%20ab%202021.xlsx
Klima;Retired Cp1 Kyotounits;;2015-11-25 07:24:10.000;Daten von Webseite;Apache POI;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/retired_cp1_kyotounits.xlsx.download.xlsx/retired_cp1_kyotounits.xlsx
Klima;Co2 Statistik 2024 07 De;;2025-07-07 12:48:35.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/CO2_Statistik_Daten.xlsx.download.xlsx/CO2-Statistik-2024-07_DE.xlsx
Klima;Entwicklung Thg Emissionen Seit 1990 2024 04;;2025-02-07 06:52:39.000;Daten von Webseite;u80718563;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/THG_Inventar_Daten.xlsx.download.xlsx/Entwicklung_THG_Emissionen_seit_1990_2024-04.xlsx
Klima;Gesuch Um Rückerstattung Der Co2 Abgabe An Betreiber Von Wkk Anlagen 2023;;;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/gesuch-rueckerstattung-co2-abgabe-betreiber-wkk-anlagen-2022.xlsx.download.xlsx/Gesuch_um_R%C3%BCckerstattung_der_CO2-Abgabe_an_Betreiber_von_WKK-Anlagen_2023.xlsx
Klima;Daten Kantonale Berichterstattung Co2 Gebäude 2016 2020;;;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/daten-kantonale-berichterstattung-co2-gebaeude-2016-2020.xlsx.download.xlsx/Daten_Kantonale_Berichterstattung_CO2_Geb%C3%A4ude_2016-2020.xlsx
Klima;Pu Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme V1 240503 De;;2024-05-03 09:29:21.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/PU_Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_V1_240503_de.xlsx.download.xlsx/PU_Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_V1_240503_de.xlsx
Klima;Pu Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme V1 230317 D;;2023-03-17 09:24:59.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/vereinfachter-zusaetzlichkeitsnachweis-bereich-fernwaerme-2023.xlsx.download.xlsx/PU_Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_V1_230317_d.xlsx
Klima;Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme 2022 De;;2022-01-12 13:14:38.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/klima-kop-ab-2022/excel-tool_vereinfachter_nachweis_zusaetzlichkeit_fernwaerme_v1_220104_d.xlsx.download.xlsx/Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_2022_DE.xlsx
Klima;Excel Tool Vereinfachter Nachweis Zusaetzlichkeit Fernwaerme 2020 De;;2022-01-12 07:25:58.000;Daten von Webseite;Christian  Vogler;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/klima-kop-ab-2022/vereinfachter_zusaetzlichkeitsnachweis_bereich_fernwaerme_tool.xlsx.download.xlsx/Excel-Tool_vereinfachter_Nachweis_Zusaetzlichkeit_Fernwaerme_2020_DE.xlsx
Klima;Statistik Kompensationsprojekte Ch 20240625;;2025-03-24 15:36:00.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/statistik-kompensationsprojekte-ch-2022-12-23.xlsx.download.xlsx/Statistik%20Kompensationsprojekte%20CH%2020240625.xlsx
Klima;Monitoring Co2 Kva 2010 2022;;2023-08-25 12:58:24.000;Daten von Webseite;Robin Quartier;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/Monitoring_CO2_KVA_2010_2022.xlsx.download.xlsx/Monitoring_CO2_KVA_2010_2022.xlsx
Klima;Template Für Immobilien Und Hypothekenportfolios Für Den Pacta Klimatest 2024;;2024-03-08 11:03:10.000;Daten von Webseite;Thomas Wider;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/template-immobilien-und-hypothekenportfolios-pacta-klimatest-2024.xlsx.download.xlsx/Template%20f%C3%BCr%20Immobilien-%20und%20Hypothekenportfolios%20f%C3%BCr%20den%20PACTA%20Klimatest%202024.xlsx
Klima;Eig 2019 11 18 Annex Ii Tracking Progress Tables;;2019-11-19 11:49:39.000;Daten von Webseite;Markus Nauser;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/EIG%202019-11-18%20-%20Annex%20II%20Tracking%20progress%20tables.xlsx.download.xlsx/EIG%202019-11-18%20-%20Annex%20II%20Tracking%20progress%20tables.xlsx
Klima;Bak Dena Schlussbericht Ccs Kostenschätzung Anhang Final;;2023-06-14 08:03:42.000;Daten von Webseite;Flöer, Leon;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/externe-studien-berichte/kostenschaetzung-fuer-ein-ccs-system-fuer-die-schweiz-bis-2050-berechnungstabelle.xlsx.download.xlsx/BAK_DENA-Schlussbericht_CCS_Kostensch%C3%A4tzung_Anhang_Final.xlsx
Klima;Pu Liste Zugelassene Prüfstellen 20220704 D F I;;2022-07-04 10:30:53.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/klima/fachinfo-daten/liste-der-zugelassenen-validierungs-und-verifizierungsstellen.xlsx.download.xlsx/PU%20Liste%20zugelassene%20Pr%C3%BCfstellen%2020220704%20D_F_I.xlsx
Lärm;Glassammelstellen Beurteilung Anhang 6;;2024-08-15 08:13:06.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/fachinfo-daten/Glassammelstellen-Beurteilung%20Anhang%206.xlsx.download.xlsx/Glassammelstellen-Beurteilung%20Anhang%206.xlsx
Lärm;Ergebnistableaus Beurteilungsmethode T30;;2024-08-15 10:00:09.000;Daten von Webseite;Dias Marlène BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/laerm/fachinfo-daten/ergebnistableaus_beurteilungsmethode_t30.xlsx.download.xlsx/Ergebnistableaus%20Beurteilungsmethode%20T30.xlsx
Luft;Ãœbersicht Kva AperÃ§u Uiom 1904 2023;;2024-04-23 05:39:35.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/luft/fachinfo-daten/202403_kva-tabelle.xlsx.download.xlsx/%C3%9Cbersicht_KVA_-_Aper%C3%A7u_UIOM_-_1904-2023.xlsx
Luft;Abschätzung N Belastung Durch Ställe Final 13 04 16;;2025-03-13 10:27:09.000;Daten von Webseite;A;https://www.bafu.admin.ch/dam/bafu/de/dokumente/luft/externe-studien-berichte/Tool-Abschaetzung-Beurteilung-Stickstoffbelastungen.xlsx.download.xlsx/Absch%C3%A4tzung_N-Belastung_durch_St%C3%A4lle_final%2013-04-16.xlsx
Luft;Partikelfiltersystem Typen;;2025-02-24 09:06:01.000;Daten von Webseite;Hallauer Philipp BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/luft/fachinfo-daten/partikelfiltersystem-typen.xlsx.download.xlsx/partikelfiltersystem-typen.xlsx
Luft;Motoren Typen Oem;;2019-04-17 08:44:04.000;Daten von Webseite;Hallauer Philipp BAFU;https://www.bafu.admin.ch/dam/bafu/de/dokumente/luft/fachinfo-daten/motoren-typen_oem.xlsx.download.xlsx/motoren-typen_oem.xlsx
Naturgefahren;Schluesselfragen;;2024-02-02 16:22:54.000;Daten von Webseite;Maike Schneider;https://www.bafu.admin.ch/dam/bafu/de/dokumente/naturgefahren/fachinfo-daten/schluesselfragen.xlsx.download.xlsx/schluesselfragen.xlsx
Naturgefahren;Zahlungsantrag;;2015-02-18 10:38:02.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/naturgefahren/fachinfo-daten/zahlungsantrag.xlsx.download.xlsx/zahlungsantrag.xlsx
Naturgefahren;Zahlungsantrag Mitbelegliste;;2015-02-18 10:37:04.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/naturgefahren/fachinfo-daten/zahlungsantrag_mitbelegliste.xlsx.download.xlsx/zahlungsantrag_mitbelegliste.xlsx
Wald & Holz;Liste Der Bewerteten Waldrelevanten Schadorganismen (Anhang 1);;2024-09-06 09:35:06.000;Daten von Webseite;;https://www.bafu.admin.ch/dam/bafu/de/dokumente/wald-holz/fachinfo-daten/liste-artenprio-schadorganismen-wald.xlsx.download.xlsx/Liste%20der%20bewerteten%20waldrelevanten%20Schadorganismen%20(Anhang%201)%20.xlsx
